x-axis,1
second,Volt
+181.00E-03,+266.97E-03
+182.00E-03,+49.09E-03
+183.00E-03,+10.49E-03
+184.00E-03,-40.16E-03
+185.00E-03,-15.24E-03
+186.00E-03,-28.10E-03
+187.00E-03,-40.16E-03
+188.00E-03,-40.16E-03
+189.00E-03,-14.43E-03
+190.00E-03,-14.43E-03
+191.00E-03,-15.24E-03
+192.00E-03,-40.96E-03
+193.00E-03,-40.96E-03
+194.00E-03,-28.10E-03
+195.00E-03,-27.30E-03
+196.00E-03,-15.24E-03
+197.00E-03,-15.24E-03
+198.00E-03,+49.09E-03
+199.00E-03,+305.57E-03
+200.00E-03,+884.46E-03
+201.00E-03,+266.97E-03
+202.00E-03,+49.09E-03
+203.00E-03,+10.49E-03
+204.00E-03,-2.37E-03
+205.00E-03,-40.96E-03
+206.00E-03,-15.24E-03
+207.00E-03,-40.96E-03
+208.00E-03,-28.10E-03
+209.00E-03,-66.69E-03
+210.00E-03,-130.21E-03
+211.00E-03,-53.83E-03
+212.00E-03,-15.24E-03
+213.00E-03,-40.16E-03
+214.00E-03,-28.10E-03
+215.00E-03,-28.10E-03
+216.00E-03,-15.24E-03
+217.00E-03,-15.24E-03
+218.00E-03,+36.22E-03
+219.00E-03,+293.51E-03
+220.00E-03,+910.19E-03
+221.00E-03,+266.97E-03
+222.00E-03,+49.09E-03
+223.00E-03,-2.37E-03
+224.00E-03,-15.24E-03
+225.00E-03,-40.16E-03
+226.00E-03,-40.16E-03
+227.00E-03,-40.96E-03
+228.00E-03,-28.10E-03
+229.00E-03,+10.49E-03
+230.00E-03,+10.49E-03
+231.00E-03,+10.49E-03
+232.00E-03,-15.24E-03
+233.00E-03,-28.10E-03
+234.00E-03,-15.24E-03
+235.00E-03,-2.37E-03
+236.00E-03,-15.24E-03
+237.00E-03,+10.49E-03
+238.00E-03,+49.09E-03
+239.00E-03,+292.70E-03
+240.00E-03,+871.60E-03
+241.00E-03,+254.11E-03
+242.00E-03,+49.09E-03
+243.00E-03,-14.43E-03
+244.00E-03,-2.37E-03
+245.00E-03,-15.24E-03
+246.00E-03,-15.24E-03
+247.00E-03,-15.24E-03
+248.00E-03,-40.96E-03
+249.00E-03,-40.96E-03
+250.00E-03,-117.35E-03
+251.00E-03,-65.89E-03
+252.00E-03,-28.10E-03
+253.00E-03,-28.10E-03
+254.00E-03,-27.30E-03
+255.00E-03,-27.30E-03
+256.00E-03,-15.24E-03
+257.00E-03,-2.37E-03
+258.00E-03,+49.09E-03
+259.00E-03,+305.57E-03
+260.00E-03,+884.46E-03
+261.00E-03,+254.11E-03
+262.00E-03,+49.09E-03
+263.00E-03,-14.43E-03
+264.00E-03,-27.30E-03
+265.00E-03,-14.43E-03
+266.00E-03,-27.30E-03
+267.00E-03,-40.96E-03
+268.00E-03,-15.24E-03
+269.00E-03,-1.57E-03
+270.00E-03,-27.30E-03
+271.00E-03,-1.57E-03
+272.00E-03,-27.30E-03
+273.00E-03,-15.24E-03
+274.00E-03,-28.10E-03
+275.00E-03,-28.10E-03
+276.00E-03,-15.24E-03
+277.00E-03,-15.24E-03
+278.00E-03,+49.09E-03
+279.00E-03,+292.70E-03
+280.00E-03,+871.60E-03
+281.00E-03,+254.11E-03
+282.00E-03,+49.09E-03
+283.00E-03,-2.37E-03
+284.00E-03,-27.30E-03
+285.00E-03,-15.24E-03
+286.00E-03,-15.24E-03
+287.00E-03,-40.16E-03
+288.00E-03,-28.10E-03
+289.00E-03,-53.83E-03
+290.00E-03,-79.56E-03
+291.00E-03,-40.96E-03
+292.00E-03,-40.96E-03
+293.00E-03,-40.96E-03
+294.00E-03,-2.37E-03
+295.00E-03,-28.10E-03
+296.00E-03,-28.10E-03
+297.00E-03,-15.24E-03
+298.00E-03,+37.03E-03
+299.00E-03,+292.70E-03
+300.00E-03,+845.87E-03
+301.00E-03,+254.11E-03
+302.00E-03,+61.95E-03
+303.00E-03,-2.37E-03
+304.00E-03,-15.24E-03
+305.00E-03,-27.30E-03
+306.00E-03,-40.16E-03
+307.00E-03,-28.10E-03
+308.00E-03,-28.10E-03
+309.00E-03,-14.43E-03
+310.00E-03,-28.10E-03
+311.00E-03,+10.49E-03
+312.00E-03,-15.24E-03
+313.00E-03,-28.10E-03
+314.00E-03,-40.96E-03
+315.00E-03,-28.10E-03
+316.00E-03,-28.10E-03
+317.00E-03,-15.24E-03
+318.00E-03,+36.22E-03
+319.00E-03,+279.84E-03
+320.00E-03,+833.01E-03
+321.00E-03,+241.25E-03
+322.00E-03,+36.22E-03
+323.00E-03,+23.36E-03
+324.00E-03,-15.24E-03
+325.00E-03,-27.30E-03
+326.00E-03,-15.24E-03
+327.00E-03,-40.16E-03
+328.00E-03,-28.10E-03
+329.00E-03,-40.16E-03
+330.00E-03,-66.69E-03
+331.00E-03,-53.03E-03
+332.00E-03,-40.96E-03
+333.00E-03,-28.10E-03
+334.00E-03,-15.24E-03
+335.00E-03,-27.30E-03
+336.00E-03,-15.24E-03
+337.00E-03,-2.37E-03
+338.00E-03,+36.22E-03
+339.00E-03,+292.70E-03
+340.00E-03,+833.01E-03
+341.00E-03,+241.25E-03
+342.00E-03,+49.09E-03
+343.00E-03,+10.49E-03
+344.00E-03,-15.24E-03
+345.00E-03,-28.10E-03
+346.00E-03,-28.10E-03
+347.00E-03,-28.10E-03
+348.00E-03,-2.37E-03
+349.00E-03,-2.37E-03
+350.00E-03,-28.10E-03
+351.00E-03,-2.37E-03
+352.00E-03,-15.24E-03
+353.00E-03,-15.24E-03
+354.00E-03,-53.03E-03
+355.00E-03,-40.16E-03
+356.00E-03,-28.10E-03
+357.00E-03,+10.49E-03
+358.00E-03,+49.09E-03
+359.00E-03,+279.84E-03
+360.00E-03,+807.28E-03
+361.00E-03,+228.38E-03
+362.00E-03,+36.22E-03
+363.00E-03,+23.36E-03
+364.00E-03,-27.30E-03
+365.00E-03,-15.24E-03
+366.00E-03,-27.30E-03
+367.00E-03,-28.10E-03
+368.00E-03,-40.96E-03
+369.00E-03,-53.03E-03
+370.00E-03,-53.83E-03
+371.00E-03,-53.03E-03
+372.00E-03,-53.03E-03
+373.00E-03,-28.10E-03
+374.00E-03,-40.16E-03
+375.00E-03,-27.30E-03
+376.00E-03,-28.10E-03
+377.00E-03,-2.37E-03
+378.00E-03,+49.09E-03
+379.00E-03,+279.84E-03
+380.00E-03,+833.01E-03
+381.00E-03,+241.25E-03
+382.00E-03,+36.22E-03
+383.00E-03,-2.37E-03
+384.00E-03,-27.30E-03
+385.00E-03,-53.03E-03
+386.00E-03,-40.16E-03
+387.00E-03,-27.30E-03
+388.00E-03,-28.10E-03
+389.00E-03,-15.24E-03
+390.00E-03,-15.24E-03
+391.00E-03,-28.10E-03
+392.00E-03,-27.30E-03
+393.00E-03,-40.16E-03
+394.00E-03,-15.24E-03
+395.00E-03,-27.30E-03
+396.00E-03,-28.10E-03
+397.00E-03,+10.49E-03
+398.00E-03,+23.36E-03
+399.00E-03,+266.97E-03
+400.00E-03,+781.55E-03
+401.00E-03,+228.38E-03
+402.00E-03,+24.16E-03
+403.00E-03,-27.30E-03
+404.00E-03,-27.30E-03
+405.00E-03,-27.30E-03
+406.00E-03,-15.24E-03
+407.00E-03,-28.10E-03
+408.00E-03,-40.16E-03
+409.00E-03,-40.16E-03
+410.00E-03,-28.10E-03
+411.00E-03,-40.16E-03
+412.00E-03,-40.96E-03
+413.00E-03,-28.10E-03
+414.00E-03,-28.10E-03
+415.00E-03,-15.24E-03
+416.00E-03,-15.24E-03
+417.00E-03,+10.49E-03
+418.00E-03,+49.09E-03
+419.00E-03,+242.05E-03
+420.00E-03,+807.28E-03
+421.00E-03,+216.32E-03
+422.00E-03,+49.09E-03
+423.00E-03,-15.24E-03
+424.00E-03,-27.30E-03
+425.00E-03,-40.16E-03
+426.00E-03,-28.10E-03
+427.00E-03,-28.10E-03
+428.00E-03,-40.16E-03
+429.00E-03,-28.10E-03
+430.00E-03,-15.24E-03
+431.00E-03,-14.43E-03
+432.00E-03,-40.16E-03
+433.00E-03,-28.10E-03
+434.00E-03,-15.24E-03
+435.00E-03,-15.24E-03
+436.00E-03,-2.37E-03
+437.00E-03,-15.24E-03
+438.00E-03,+24.16E-03
+439.00E-03,+266.97E-03
+440.00E-03,+781.55E-03
+441.00E-03,+228.38E-03
+442.00E-03,+36.22E-03
+443.00E-03,-1.57E-03
+444.00E-03,-14.43E-03
+445.00E-03,-15.24E-03
+446.00E-03,-53.03E-03
+447.00E-03,-40.96E-03
+448.00E-03,-28.10E-03
+449.00E-03,-40.96E-03
+450.00E-03,-40.96E-03
+451.00E-03,-28.10E-03
+452.00E-03,-28.10E-03
+453.00E-03,-28.10E-03
+454.00E-03,-28.10E-03
+455.00E-03,-15.24E-03
+456.00E-03,-15.24E-03
+457.00E-03,-27.30E-03
+458.00E-03,+49.09E-03
+459.00E-03,+266.97E-03
+460.00E-03,+768.68E-03
+461.00E-03,+215.52E-03
+462.00E-03,+23.36E-03
+463.00E-03,-2.37E-03
+464.00E-03,-27.30E-03
+465.00E-03,-27.30E-03
+466.00E-03,-15.24E-03
+467.00E-03,-28.10E-03
+468.00E-03,-2.37E-03
+469.00E-03,-53.03E-03
+470.00E-03,-66.69E-03
+471.00E-03,-28.10E-03
+472.00E-03,-15.24E-03
+473.00E-03,-28.10E-03
+474.00E-03,-28.10E-03
+475.00E-03,-28.10E-03
+476.00E-03,-15.24E-03
+477.00E-03,-15.24E-03
+478.00E-03,+23.36E-03
+479.00E-03,+254.11E-03
+480.00E-03,+742.95E-03
+481.00E-03,+241.25E-03
+482.00E-03,+49.09E-03
+483.00E-03,+10.49E-03
+484.00E-03,-27.30E-03
+485.00E-03,-15.24E-03
+486.00E-03,-53.03E-03
+487.00E-03,-40.16E-03
+488.00E-03,-28.10E-03
+489.00E-03,-15.24E-03
+490.00E-03,-15.24E-03
+491.00E-03,-15.24E-03
+492.00E-03,-40.16E-03
+493.00E-03,-40.96E-03
+494.00E-03,-15.24E-03
+495.00E-03,-27.30E-03
+496.00E-03,-28.10E-03
+497.00E-03,-27.30E-03
+498.00E-03,+36.22E-03
+499.00E-03,+254.11E-03
+500.00E-03,+768.68E-03
+501.00E-03,+241.25E-03
+502.00E-03,+24.16E-03
+503.00E-03,-2.37E-03
+504.00E-03,-15.24E-03
+505.00E-03,-27.30E-03
+506.00E-03,-14.43E-03
+507.00E-03,-15.24E-03
+508.00E-03,-28.10E-03
+509.00E-03,-28.10E-03
+510.00E-03,-15.24E-03
+511.00E-03,-53.03E-03
+512.00E-03,-28.10E-03
+513.00E-03,-53.03E-03
+514.00E-03,-40.16E-03
+515.00E-03,-40.96E-03
+516.00E-03,-15.24E-03
+517.00E-03,-15.24E-03
+518.00E-03,+49.09E-03
+519.00E-03,+241.25E-03
+520.00E-03,+781.55E-03
+521.00E-03,+215.52E-03
+522.00E-03,+36.22E-03
+523.00E-03,-14.43E-03
+524.00E-03,-14.43E-03
+525.00E-03,-40.16E-03
+526.00E-03,-53.03E-03
+527.00E-03,-53.03E-03
+528.00E-03,-28.10E-03
+529.00E-03,-28.10E-03
+530.00E-03,-15.24E-03
+531.00E-03,-15.24E-03
+532.00E-03,-15.24E-03
+533.00E-03,-53.03E-03
+534.00E-03,-40.96E-03
+535.00E-03,-40.16E-03
+536.00E-03,-28.10E-03
+537.00E-03,-2.37E-03
+538.00E-03,+36.22E-03
+539.00E-03,+266.97E-03
+540.00E-03,+755.82E-03
+541.00E-03,+215.52E-03
+542.00E-03,+49.09E-03
+543.00E-03,+23.36E-03
+544.00E-03,-15.24E-03
+545.00E-03,-28.10E-03
+546.00E-03,-28.10E-03
+547.00E-03,-27.30E-03
+548.00E-03,-40.96E-03
+549.00E-03,-40.96E-03
+550.00E-03,-53.83E-03
+551.00E-03,-40.16E-03
+552.00E-03,-40.96E-03
+553.00E-03,-15.24E-03
+554.00E-03,-27.30E-03
+555.00E-03,-28.10E-03
+556.00E-03,-15.24E-03
+557.00E-03,-14.43E-03
+558.00E-03,+36.22E-03
+559.00E-03,+266.97E-03
+560.00E-03,+704.36E-03
+561.00E-03,+215.52E-03
+562.00E-03,+49.09E-03
+563.00E-03,-15.24E-03
+564.00E-03,-15.24E-03
+565.00E-03,-40.16E-03
+566.00E-03,-40.16E-03
+567.00E-03,-27.30E-03
+568.00E-03,-15.24E-03
+569.00E-03,-27.30E-03
+570.00E-03,-28.10E-03
+571.00E-03,-28.10E-03
+572.00E-03,-40.16E-03
+573.00E-03,-28.10E-03
+574.00E-03,-28.10E-03
+575.00E-03,-40.16E-03
+576.00E-03,-28.10E-03
+577.00E-03,-2.37E-03
+578.00E-03,+36.22E-03
+579.00E-03,+266.97E-03
+580.00E-03,+742.95E-03
+581.00E-03,+228.38E-03
+582.00E-03,+49.09E-03
+583.00E-03,-15.24E-03
+584.00E-03,-2.37E-03
+585.00E-03,-40.16E-03
+586.00E-03,-28.10E-03
+587.00E-03,-40.16E-03
+588.00E-03,-40.16E-03
+589.00E-03,-40.16E-03
+590.00E-03,-53.83E-03
+591.00E-03,-53.03E-03
+592.00E-03,-28.10E-03
+593.00E-03,-53.03E-03
+594.00E-03,-28.10E-03
+595.00E-03,-28.10E-03
+596.00E-03,-28.10E-03
+597.00E-03,-15.24E-03
+598.00E-03,+23.36E-03
+599.00E-03,+254.11E-03
+600.00E-03,+678.63E-03
+601.00E-03,+215.52E-03
+602.00E-03,+36.22E-03
+603.00E-03,-14.43E-03
+604.00E-03,-15.24E-03
+605.00E-03,-40.16E-03
+606.00E-03,-15.24E-03
+607.00E-03,-28.10E-03
+608.00E-03,-28.10E-03
+609.00E-03,-15.24E-03
+610.00E-03,-15.24E-03
+611.00E-03,-15.24E-03
+612.00E-03,-53.03E-03
+613.00E-03,-27.30E-03
+614.00E-03,-40.16E-03
+615.00E-03,-40.16E-03
+616.00E-03,-28.10E-03
+617.00E-03,-15.24E-03
+618.00E-03,+36.22E-03
+619.00E-03,+242.05E-03
+620.00E-03,+666.57E-03
+621.00E-03,+215.52E-03
+622.00E-03,+49.09E-03
+623.00E-03,+10.49E-03
+624.00E-03,-27.30E-03
+625.00E-03,-15.24E-03
+626.00E-03,-27.30E-03
+627.00E-03,-40.16E-03
+628.00E-03,-53.03E-03
+629.00E-03,-53.03E-03
+630.00E-03,-78.75E-03
+631.00E-03,-40.96E-03
+632.00E-03,-40.16E-03
+633.00E-03,-15.24E-03
+634.00E-03,-28.10E-03
+635.00E-03,-15.24E-03
+636.00E-03,-27.30E-03
+637.00E-03,-15.24E-03
+638.00E-03,+23.36E-03
+639.00E-03,+229.19E-03
+640.00E-03,+730.09E-03
+641.00E-03,+215.52E-03
+642.00E-03,+23.36E-03
+643.00E-03,-27.30E-03
+644.00E-03,-15.24E-03
+645.00E-03,-15.24E-03
+646.00E-03,-40.16E-03
+647.00E-03,-40.16E-03
+648.00E-03,-27.30E-03
+649.00E-03,-27.30E-03
+650.00E-03,-28.10E-03
+651.00E-03,-2.37E-03
+652.00E-03,-28.10E-03
+653.00E-03,-15.24E-03
+654.00E-03,-15.24E-03
+655.00E-03,-28.10E-03
+656.00E-03,-28.10E-03
+657.00E-03,-2.37E-03
+658.00E-03,+49.09E-03
+659.00E-03,+229.19E-03
+660.00E-03,+717.23E-03
+661.00E-03,+189.79E-03
+662.00E-03,+23.36E-03
+663.00E-03,+10.49E-03
+664.00E-03,-2.37E-03
+665.00E-03,-28.10E-03
+666.00E-03,-15.24E-03
+667.00E-03,-15.24E-03
+668.00E-03,-28.10E-03
+669.00E-03,-40.96E-03
+670.00E-03,-15.24E-03
+671.00E-03,-15.24E-03
+672.00E-03,-40.16E-03
+673.00E-03,-53.83E-03
+674.00E-03,-27.30E-03
+675.00E-03,-40.16E-03
+676.00E-03,-40.16E-03
+677.00E-03,-14.43E-03
+678.00E-03,+23.36E-03
+679.00E-03,+215.52E-03
+680.00E-03,+717.23E-03
+681.00E-03,+190.59E-03
+682.00E-03,+49.09E-03
+683.00E-03,-15.24E-03
+684.00E-03,-15.24E-03
+685.00E-03,-15.24E-03
+686.00E-03,-40.16E-03
+687.00E-03,-28.10E-03
+688.00E-03,-28.10E-03
+689.00E-03,-27.30E-03
+690.00E-03,-28.10E-03
+691.00E-03,-15.24E-03
+692.00E-03,-28.10E-03
+693.00E-03,-28.10E-03
+694.00E-03,-15.24E-03
+695.00E-03,-15.24E-03
+696.00E-03,-15.24E-03
+697.00E-03,-15.24E-03
+698.00E-03,+10.49E-03
+699.00E-03,+228.38E-03
+700.00E-03,+652.90E-03
+701.00E-03,+215.52E-03
+702.00E-03,+23.36E-03
+703.00E-03,+10.49E-03
+704.00E-03,-15.24E-03
+705.00E-03,-27.30E-03
+706.00E-03,-15.24E-03
+707.00E-03,-28.10E-03
+708.00E-03,-53.03E-03
+709.00E-03,-28.10E-03
+710.00E-03,-40.96E-03
+711.00E-03,-28.10E-03
+712.00E-03,-40.96E-03
+713.00E-03,-28.10E-03
+714.00E-03,-40.16E-03
+715.00E-03,-40.96E-03
+716.00E-03,-15.24E-03
+717.00E-03,-15.24E-03
+718.00E-03,+23.36E-03
+719.00E-03,+228.38E-03
+720.00E-03,+665.77E-03
+721.00E-03,+189.79E-03
+722.00E-03,+23.36E-03
+723.00E-03,-27.30E-03
+724.00E-03,-28.10E-03
+725.00E-03,-28.10E-03
+726.00E-03,-15.24E-03
+727.00E-03,-40.16E-03
+728.00E-03,-27.30E-03
+729.00E-03,-14.43E-03
+730.00E-03,-40.96E-03
+731.00E-03,-2.37E-03
+732.00E-03,-53.03E-03
+733.00E-03,-40.96E-03
+734.00E-03,-40.96E-03
+735.00E-03,-40.96E-03
+736.00E-03,-27.30E-03
+737.00E-03,-27.30E-03
+738.00E-03,+23.36E-03
+739.00E-03,+228.38E-03
+740.00E-03,+665.77E-03
+741.00E-03,+215.52E-03
+742.00E-03,+36.22E-03
+743.00E-03,-27.30E-03
+744.00E-03,-28.10E-03
+745.00E-03,-28.10E-03
+746.00E-03,-40.16E-03
+747.00E-03,-40.96E-03
+748.00E-03,-40.16E-03
+749.00E-03,-2.37E-03
+750.00E-03,-65.89E-03
+751.00E-03,-28.10E-03
+752.00E-03,-28.10E-03
+753.00E-03,-40.96E-03
+754.00E-03,-40.96E-03
+755.00E-03,-28.10E-03
+756.00E-03,-15.24E-03
+757.00E-03,-27.30E-03
+758.00E-03,+10.49E-03
+759.00E-03,+203.46E-03
+760.00E-03,+678.63E-03
+761.00E-03,+189.79E-03
+762.00E-03,+49.09E-03
+763.00E-03,-2.37E-03
+764.00E-03,-27.30E-03
+765.00E-03,-28.10E-03
+766.00E-03,-15.24E-03
+767.00E-03,-28.10E-03
+768.00E-03,-15.24E-03
+769.00E-03,-15.24E-03
+770.00E-03,-53.03E-03
+771.00E-03,-15.24E-03
+772.00E-03,-40.96E-03
+773.00E-03,-40.96E-03
+774.00E-03,-28.10E-03
+775.00E-03,-15.24E-03
+776.00E-03,-28.10E-03
+777.00E-03,-15.24E-03
+778.00E-03,+23.36E-03
+779.00E-03,+203.46E-03
+780.00E-03,+652.90E-03
+781.00E-03,+202.65E-03
+782.00E-03,+36.22E-03
+783.00E-03,-2.37E-03
+784.00E-03,-2.37E-03
+785.00E-03,-27.30E-03
+786.00E-03,-40.16E-03
+787.00E-03,-28.10E-03
+788.00E-03,-53.03E-03
+789.00E-03,-27.30E-03
+790.00E-03,-15.24E-03
+791.00E-03,-40.96E-03
+792.00E-03,-28.10E-03
+793.00E-03,-2.37E-03
+794.00E-03,-28.10E-03
+795.00E-03,-28.10E-03
+796.00E-03,-15.24E-03
+797.00E-03,-2.37E-03
+798.00E-03,+23.36E-03
+799.00E-03,+216.32E-03
+800.00E-03,+627.18E-03
+801.00E-03,+215.52E-03
+802.00E-03,+23.36E-03
+803.00E-03,-15.24E-03
+804.00E-03,-28.10E-03
+805.00E-03,-27.30E-03
+806.00E-03,-27.30E-03
+807.00E-03,-28.10E-03
+808.00E-03,-40.16E-03
+809.00E-03,-27.30E-03
+810.00E-03,-65.89E-03
+811.00E-03,-15.24E-03
+812.00E-03,-15.24E-03
+813.00E-03,-15.24E-03
+814.00E-03,-27.30E-03
+815.00E-03,-28.10E-03
+816.00E-03,-40.96E-03
+817.00E-03,-14.43E-03
+818.00E-03,+23.36E-03
+819.00E-03,+202.65E-03
+820.00E-03,+640.04E-03
+821.00E-03,+189.79E-03
+822.00E-03,+23.36E-03
+823.00E-03,-2.37E-03
+824.00E-03,-27.30E-03
+825.00E-03,-40.16E-03
+826.00E-03,-40.16E-03
+827.00E-03,-28.10E-03
+828.00E-03,-15.24E-03
+829.00E-03,-27.30E-03
+830.00E-03,-40.16E-03
+831.00E-03,-28.10E-03
+832.00E-03,-40.96E-03
+833.00E-03,-28.10E-03
+834.00E-03,-27.30E-03
+835.00E-03,-15.24E-03
+836.00E-03,-40.16E-03
+837.00E-03,-40.16E-03
+838.00E-03,+23.36E-03
+839.00E-03,+216.32E-03
+840.00E-03,+640.04E-03
+841.00E-03,+202.65E-03
+842.00E-03,+24.16E-03
+843.00E-03,-27.30E-03
+844.00E-03,-15.24E-03
+845.00E-03,-28.10E-03
+846.00E-03,-28.10E-03
+847.00E-03,-27.30E-03
+848.00E-03,-53.03E-03
+849.00E-03,-28.10E-03
+850.00E-03,-28.10E-03
+851.00E-03,-40.16E-03
